	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	OutHeal	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	LoE	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes	MinLvl	MaxLvl	CategoryId	QualityId	SlotId	ClassId	EssSlots	SliceTot	SliceChk
Amethyst Iron Earring of the Last Alliance	326		595		1090		297													7743							10			1879348200																																						Ears	BeCaChGu	112		49	3	5			7	
Amethyst Iron Earring of the Towers	326		654		793									2572		6822											10			1879348064																																						Ears	BeCaChGu	112		49	3	5			7	
Amethyst Iron Earring of the Wyrm	337		749		908									2944		7418											18			1879349598																																						Ears	BeCaChGu	115		49	3	5			7	
Amethyst Mithril Ring of Mordor's Bane	330		563		1148															8150						7311	14			1879362230																																						Fingers	BeCaChGu	115		49	3	11			7	
Amethyst Mithril Ring of T3 DPS	345		818		991		371									7851											20			1879347647																																						Fingers	BeCaChGu	115		49	3	11			7	
Amethyst Mithril Ring of T3 SUPPORT	345		669		1363															9679						8682	20			1879347746																																						Fingers	BeCaChGu	115		49	3	11			7	
Amethyst Mithril Ring of the Abyss	337		613		1248															8864						7951	18			1879349829																																						Fingers	BeCaChGu	115		49	3	11			7	
Amethyst Mithril Ring of the Ancients	300		430		522		195									5414											10			1879358197																																						Fingers	BeCaChGu	106		49	3	11			7	
Amethyst Mithril Ring of the Expedition's Vanguard	330		689		835		313									7039											14			1879362197																																						Fingers	BeCaChGu	115		49	3	11			7	
Amethyst Mithril Ring of the Fallen Kings	300		352		717															5094						4569	10			1879358173																																						Fingers	BeCaChGu	106		49	3	11			7	
Amethyst Mithril Ring of the Last Alliance	326		535		1090															7743						6945	10			1879348059																																						Fingers	BeCaChGu	112		49	3	11			7	
Amethyst Mithril Ring of the Towers	326		654		793		297									6822											10			1879348157																																						Fingers	BeCaChGu	112		49	3	11			7	
Amethyst Mithril Ring of the Wyrm	337		749		908		340									7418											18			1879349798																																						Fingers	BeCaChGu	115		49	3	11			7	
Amethyst Silver Ear Cuff of Mordor's Bane	330				835	689	501											7410									14			1879362232																																						Ears	LoMiRu	115		49	3	5			7	
Amethyst Silver Ear Cuff of T3 DPS	345				991	818											7851									7235	20			1879347643																																						Ears	LoMiRu	115		49	3	5			7	
Amethyst Silver Ear Cuff of T3 SUPPORT	345				991	818	595											8265									20			1879347700																																						Ears	LoMiRu	115		49	3	5			7	
Amethyst Silver Ear Cuff of the Abyss	337				908	749	544											7809									18			1879349473																																						Ears	LoMiRu	115		49	3	5			7	
Amethyst Silver Ear Cuff of the Ancients	300				522	430											5414									3808	10			1879358146																																						Ears	LoMiRu	106		49	3	5			7	
Amethyst Silver Ear Cuff of the Expedition's Vanguard	330				835	689											7039									6092	14			1879362235																																						Ears	LoMiRu	115		49	3	5			7	
Amethyst Silver Ear Cuff of the Fallen Kings	300				522	430	313											5700									10			1879358143																																						Ears	LoMiRu	106		49	3	5			7	
Amethyst Silver Ear Cuff of the Last Alliance	326				793	654	476											7182									10			1879348129																																						Ears	LoMiRu	112		49	3	5			7	
Amethyst Silver Ear Cuff of the Towers	326				793	654											6822									5788	10			1879348043																																						Ears	LoMiRu	112		49	3	5			7	
Amethyst Silver Ear Cuff of the Wyrm	337				908	749											7418									6625	18			1879349652																																						Ears	LoMiRu	115		49	3	5			7	
Amethyst Silver Ring of Mordor's Bane	330			626	1044		375													8150							14			1879362210																																						Fingers	BuHuWa	115		49	3	11			7	
Amethyst Silver Ring of T3 DPS	345			818	991		371									7851											20			1879347677																																						Fingers	BuHuWa	115		49	3	11			7	
Amethyst Silver Ring of T3 SUPPORT	345			743	1239		446													9679							20			1879347649																																						Fingers	BuHuWa	115		49	3	11			7	
Amethyst Silver Ring of the Abyss	337			681	1135		408													8864							18			1879349523																																						Fingers	BuHuWa	115		49	3	11			7	
Amethyst Silver Ring of the Ancients	300			430	522		195									5414											10			1879358110																																						Fingers	BuHuWa	106		49	3	11			7	
Amethyst Silver Ring of the Expedition's Vanguard	330			689	835		313									7039											14			1879362226																																						Fingers	BuHuWa	115		49	3	11			7	
Amethyst Silver Ring of the Fallen Kings	300			391	652		234													5094							10			1879358109																																						Fingers	BuHuWa	106		49	3	11			7	
Amethyst Silver Ring of the Last Alliance	326			595	991		357													7743							10			1879348044																																						Fingers	BuHuWa	112		49	3	11			7	
Amethyst Silver Ring of the Towers	326			654	793		297									6822											10			1879348085																																						Fingers	BuHuWa	112		49	3	11			7	
Amethyst Silver Ring of the Wyrm	337			749	908		340									7418											18			1879349552																																						Fingers	BuHuWa	115		49	3	11			7	
Ancient Osgiliath Circlet	315	2667			424	1017									6666					5519										1879357279																																						Head	Lo			7	3	0	512		7	
Ancient Osgiliath Gloves	315	4446			848	1017								2200																1879357264																																						Hands	Lo			5	3	0	512		7	
